# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : Lipidomics_MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.RATON_2022_Mar_29_11_16_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Mar 29 11:29:28 CEST 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MF_KO_C1: Log2(normalized),MF_KO_C2: Log2(normalized),MF_KO_C3: Log2(normalized),MF_KO_C4: Log2(normalized),MF_KO_C5: Log2(normalized),MF_KO_C6: Log2(normalized),MF_KO_ET1: Log2(normalized),MF_KO_ET2: Log2(normalized),MF_KO_ET3: Log2(normalized),MF_KO_ET4: Log2(normalized),MF_KO_ET5: Log2(normalized),MF_KO_ET6: Log2(normalized),MF_WT_C1: Log2(normalized),MF_WT_C2: Log2(normalized),MF_WT_C3: Log2(normalized),MF_WT_C4: Log2(normalized),MF_WT_C5: Log2(normalized),MF_WT_C6: Log2(normalized),MF_WT_ET1: Log2(normalized),MF_WT_ET2: Log2(normalized),MF_WT_ET3: Log2(normalized),MF_WT_ET4: Log2(normalized),MF_WT_ET5: Log2(normalized),MF_WT_ET6: Log2(normalized),MM_KO_C1: Log2(normalized),MM_KO_C2: Log2(normalized),MM_KO_C3: Log2(normalized),MM_KO_C4: Log2(normalized),MM_KO_C5: Log2(normalized),MM_KO_C6: Log2(normalized),MM_KO_ET1: Log2(normalized),MM_KO_ET2: Log2(normalized),MM_KO_ET3: Log2(normalized),MM_KO_ET4: Log2(normalized),MM_KO_ET5: Log2(normalized),MM_KO_ET6: Log2(normalized),MM_WT_C1: Log2(normalized),MM_WT_C2: Log2(normalized),MM_WT_C3: Log2(normalized),MM_WT_C4: Log2(normalized),MM_WT_C5: Log2(normalized),MM_WT_C6: Log2(normalized),MM_WT_ET1: Log2(normalized),MM_WT_ET2: Log2(normalized),MM_WT_ET3: Log2(normalized),MM_WT_ET4: Log2(normalized),MM_WT_ET5: Log2(normalized),MM_WT_ET6: Log2(normalized),Alignment Value,Annotations,CAS Number,ChEBI ID,Compound Name
PC 34:4,1.260128,0.92100334,0.63002014,0.15790176,0.3107357,-0.025901794,1.3875256,0.43798447,0.050582886,1.2051144,0.43970108,1.3635693,-0.24214554,1.2786064,0.39889717,-0.07317543,0.44342613,2.2186356,-0.024953842,0.7785511,0.9219055,0.9235573,-0.017902374,-0.2303772,-0.63033485,-0.7725258,-0.80033493,-1.031826,0.011037827,-0.9252167,-0.3341465,-0.011039734,-0.4478264,-0.014514923,-0.08186722,19.644129,18.774326,-1.0119534,0.5539818,0.038612366,-0.12174988,-0.24283981,-0.12103653,19.805792,-0.46648598,-0.4181099,-0.63370895,-0.75167847,PC 34:4,"PC 34:4 [ C42 H76 N O8 P, tgt=66.45, overall=66.45, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 34:4
TG 16:0_18:1_18:1,1.235302,27.227161,0.6051941,26.589987,26.992233,27.577385,27.345346,0.41315842,0.025756836,27.491673,0.41487503,1.3387432,-0.2669716,27.89742,0.37407112,-0.09800148,0.41860008,2.1938095,-0.049779892,0.75372505,28.235016,0.89873123,-0.042728424,-0.25520325,25.920298,-0.79735184,-0.825161,-1.0566521,-0.013788223,-0.9500427,-0.35897255,-0.035865784,-0.47265244,26.46435,-0.10669327,0.34148026,-0.16510391,-1.0367794,27.882975,0.013786316,-0.14657593,-0.26766586,-0.14586258,-0.1077652,-0.49131203,-0.44293594,-0.658535,-0.7765045,TG 16:0_18:1_18:1,"TG 16:0_18:1_18:1 [ C55 H102 O6, tgt=91.47, overall=91.47, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_18:1_18:1
TG 16:0_18:1_20:1,26.037584,25.758987,24.572681,-0.2469635,25.038559,25.213032,25.324469,25.721132,25.675982,23.890257,25.836452,26.174099,25.314508,25.888233,25.3577,24.798042,0.038560867,26.292913,26.288706,24.871294,25.219574,26.5987,26.608107,26.28351,-1.0352001,-1.177391,-1.2052002,-1.4366913,-0.39382744,-1.3300819,-0.73901176,-0.415905,-0.85269165,-0.4193802,-0.48673248,-0.03855896,-0.5451431,-1.4168186,0.14911652,-0.3662529,-0.52661514,-0.6477051,-0.5259018,-0.4878044,-0.87135124,-0.82297516,-1.0385742,-1.1565437,TG 16:0_18:1_20:1,"TG 16:0_18:1_20:1 [ C57 H106 O6, tgt=87.66, overall=87.66, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_18:1_20:1
SM d35:1,1.5062046,0.8501663,0.9698143,1.3021564,1.0735149,0.8455429,1.8004322,1.0790386,0.9355202,1.6813259,0.7184601,1.6275368,1.1096992,1.6323204,0.7860775,0.068460464,0.87384987,1.4572926,0.111076355,1.1743107,0.99427414,0.54821014,0.35123634,0.27682877,-19.20634,-19.348532,-19.37634,-19.607832,-18.564968,-19.501223,-18.910152,-18.587046,-19.023832,-18.59052,-18.657873,-0.1873703,-18.716284,-19.58796,-18.022024,-18.537394,-18.697756,-18.818846,-18.697042,-18.658945,-19.042492,-0.068460464,-19.209715,-19.327684,SM d35:1,"SM d35:1 [ C40 H81 N2 O6 P, tgt=96.92, overall=96.92, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d35:1
PE 34:2,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,16.716177,1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,-0.75974846,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,PE 34:2,"PE 34:2 [ C39 H74 N O8 P, tgt=87.02, overall=87.02, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PE 34:2
PC 18:0_20:4,29.406286,0.8764057,0.5854225,0.11330414,0.26613808,-0.07049942,1.3429279,0.39338684,0.00598526,29.146357,0.39510345,1.3189716,27.803406,28.43273,0.35429955,-0.117773056,0.3988285,2.174038,27.951582,0.7339535,0.8773079,28.048883,28.119171,27.831186,-0.6749325,-0.8171234,-0.84493256,-1.0764236,-0.0335598,-0.9698143,-0.37874413,-0.05563736,-0.492424,-0.05911255,-0.12646484,0.32170868,-0.18487549,-1.056551,0.50938416,-0.00598526,-0.1663475,-0.28743744,-0.16563416,-0.12753677,-0.5110836,-0.46270752,-0.6783066,-0.7962761,PC 18:0_20:4,"PC 18:0_20:4 [ C46 H84 N O8 P, tgt=79.23, overall=79.23, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 18:0_20:4
TG 16:0_17:0_18:0,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,19.073135,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,-0.75974846,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,TG 16:0_17:0_18:0,"TG 16:0_17:0_18:0 [ C54 H104 O6, tgt=81.15, overall=81.15, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_17:0_18:0
PC 36:2,16.424856,0.8961773,16.826365,0.13307571,0.28590965,-0.050727844,1.3626995,0.41315842,15.131788,1.1802883,0.41487503,17.336517,-0.2669716,1.2537804,0.37407112,-0.09800148,0.41860008,2.1938095,14.620267,0.75372505,0.89707947,0.89873123,14.753565,14.75235,-0.6551609,-0.79735184,-0.825161,-1.0566521,-0.013788223,-0.9500427,-0.35897255,-0.035865784,-0.47265244,-0.039340973,-0.10669327,0.34148026,-0.16510391,-1.0367794,0.52915573,0.013786316,-0.14657593,-0.26766586,-0.14586258,-0.1077652,-0.49131203,-0.44293594,-0.658535,-0.7765045,PC 36:2,"PC 36:2 [ C44 H84 N O8 P, tgt=62.49, overall=62.49, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 36:2
TG 16:0_18:2_22:6,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,0.4507618,24.785261,1.2178917,0.4524784,24.866505,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,24.942924,24.826551,25.95803,25.685106,-0.21759987,-0.6175575,-0.75974846,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,TG 16:0_18:2_22:6,"TG 16:0_18:2_22:6 [ C59 H98 O6, tgt=71.89, overall=71.89, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_18:2_22:6
SM d36:0,15.840667,0.718544,16.55632,17.035791,16.779278,-0.22836113,17.352936,17.162943,17.529753,16.887184,16.40417,16.58347,18.717402,16.29486,16.386591,14.639498,0.2409668,2.0161762,-0.22741318,0.57609177,16.084368,15.261529,16.73964,16.47893,-0.8327942,-0.9749851,-1.0027943,-1.2342854,-0.19142151,-1.127676,-0.53660583,-0.21349907,-0.6502857,-0.21697426,-0.28432655,0.16384697,-0.3427372,-1.2144127,0.35152245,-0.16384697,-0.3242092,-0.44529915,-0.32349586,-0.28539848,-0.6689453,-0.6205692,-0.8361683,-0.9541378,SM d36:0,"SM d36:0 [ C41 H85 N2 O6 P, tgt=77.47, overall=77.47, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d36:0
DG 18:2_18:2,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,21.40463,-0.75974846,-0.7875576,-1.0190487,21.576927,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,20.219732,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,DG 18:2_18:2,"DG 18:2_18:2 [ C39 H68 O5, tgt=98.84, overall=98.84, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,DG 18:2_18:2
TG 14:0_16:0_16:0  RT:15.073,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,1.4037342,0.45419312,0.066791534,1.221323,0.45590973,1.3797779,-0.22593689,1.2948151,0.41510582,-0.05696678,17.929062,2.2348442,-0.008745194,0.79475975,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.6141262,-0.75631714,-0.7841263,-1.0156174,0.027246475,-0.909008,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.124069214,-0.9957447,0.5701904,0.054821014,-0.10554123,-0.22663116,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,TG 14:0_16:0_16:0,"TG 14:0_16:0_16:0 [ C49 H94 O6, tgt=87.11, overall=87.11, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 14:0_16:0_16:0  RT:15.073
TG 16:0_16:0_18:1,1.2729053,0.93378067,22.980589,23.639648,0.32351303,-0.013124466,25.15479,23.674707,0.063360214,24.060385,23.273453,1.3763466,-0.22936821,1.2913837,24.342009,-0.0603981,0.45620346,25.605398,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,23.481537,-0.6175575,-0.75974846,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,TG 16:0_16:0_18:1,"TG 16:0_16:0_18:1 [ C53 H100 O6, tgt=84.34, overall=84.34, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_16:0_18:1
TG 12:0_14:0_16:0,1.260128,0.92100334,0.63002014,0.15790176,0.3107357,-0.025901794,1.3875256,0.43798447,0.050582886,1.2051144,0.43970108,1.3635693,-0.24214554,1.2786064,0.39889717,-0.07317543,0.44342613,2.2186356,-0.024953842,0.7785511,0.9219055,0.9235573,-0.017902374,17.786327,-0.63033485,-0.7725258,-0.80033493,-1.031826,0.011037827,-0.9252167,18.187454,-0.011039734,-0.4478264,-0.014514923,-0.08186722,0.3663063,-0.14027786,-1.0119534,0.5539818,0.038612366,-0.12174988,-0.24283981,-0.12103653,-0.08293915,-0.46648598,-0.4181099,-0.63370895,-0.75167847,TG 12:0_14:0_16:0,"TG 12:0_14:0_16:0 [ C45 H86 O6, tgt=92.63, overall=92.63, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 12:0_14:0_16:0
PC 15:0_22:6,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,1.4037342,0.45419312,20.513872,1.221323,0.45590973,1.3797779,-0.22593689,1.2948151,0.41510582,-0.05696678,0.45963478,2.2348442,-0.008745194,0.79475975,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.6141262,-0.75631714,-0.7841263,-1.0156174,0.027246475,-0.909008,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.124069214,-0.9957447,0.5701904,0.054821014,-0.10554123,-0.22663116,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,PC 15:0_22:6,"PC 15:0_22:6 [ C45 H78 N O8 P, tgt=78.37, overall=78.37, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 15:0_22:6
PC 17:1_18:2,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,1.4037342,0.45419312,0.066791534,1.221323,0.45590973,1.3797779,-0.22593689,20.184084,0.41510582,-0.05696678,0.45963478,2.2348442,-0.008745194,0.79475975,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.6141262,-0.75631714,-0.7841263,-1.0156174,0.027246475,-0.909008,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.124069214,-0.9957447,21.156052,0.054821014,-0.10554123,-0.22663116,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,PC 17:1_18:2,"PC 17:1_18:2 [ C43 H80 N O8 P, tgt=79.85, overall=79.85, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 17:1_18:2
PC 37:3  RT:10.815,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,1.4037342,0.45419312,0.066791534,1.221323,0.45590973,1.3797779,-0.22593689,1.2948151,0.41510582,-0.05696678,0.45963478,2.2348442,-0.008745194,0.79475975,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.6141262,-0.75631714,-0.7841263,-1.0156174,0.027246475,-0.909008,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.124069214,-0.9957447,16.58839,0.054821014,-0.10554123,-0.22663116,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,PC 37:3,"PC 37:3 [ C45 H84 N O8 P, tgt=91.04, overall=91.04, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 37:3  RT:10.815
PC 21:4,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,1.4037342,0.45419312,0.066791534,1.221323,0.45590973,1.3797779,-0.22593689,1.2948151,0.41510582,-0.05696678,0.45963478,2.2348442,-0.008745194,17.161236,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.6141262,-0.75631714,-0.7841263,-1.0156174,0.027246475,-0.909008,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.124069214,-0.9957447,0.5701904,0.054821014,-0.10554123,-0.22663116,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,PC 21:4,"PC 21:4 [ C29 H50 N O8 P, tgt=79.32, overall=79.32, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 21:4
TG 15:2_16:0_18:2  RT:13.799,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,1.4037342,0.45419312,0.066791534,1.221323,0.45590973,1.3797779,-0.22593689,1.2948151,0.41510582,-0.05696678,0.45963478,2.2348442,-0.008745194,0.79475975,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.6141262,-0.75631714,-0.7841263,-1.0156174,0.027246475,-0.909008,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.124069214,-0.9957447,0.5701904,0.054821014,-0.10554123,-0.22663116,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,TG 15:2_16:0_18:2,"TG 15:2_16:0_18:2 [ C52 H92 O6, tgt=, tgt=, tgt=, tgt=, tgt= ]",,,TG 15:2_16:0_18:2  RT:13.799
PC 40:9  RT:6.687,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,1.4037342,0.45419312,0.066791534,1.221323,0.45590973,1.3797779,-0.22593689,1.2948151,0.41510582,-0.05696678,0.45963478,2.2348442,-0.008745194,0.79475975,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.6141262,-0.75631714,-0.7841263,-1.0156174,0.027246475,-0.909008,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.124069214,-0.9957447,0.5701904,0.054821014,-0.10554123,-0.22663116,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,PC 40:9,"PC 40:9 [ C48 H78 N O8 P, tgt=, tgt=, tgt=, tgt=, tgt= ]",,,PC 40:9  RT:6.687
PC 18:1_20:4,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,1.4037342,0.45419312,0.066791534,1.221323,0.45590973,1.3797779,-0.22593689,1.2948151,0.41510582,-0.05696678,0.45963478,27.390125,-0.008745194,0.79475975,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.6141262,-0.75631714,-0.7841263,-1.0156174,0.027246475,-0.909008,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.124069214,-0.9957447,0.5701904,0.054821014,-0.10554123,-0.22663116,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,PC 18:1_20:4,"PC 18:1_20:4 [ C46 H82 N O8 P, tgt=93.77, overall=93.77, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 18:1_20:4
